"zip","Loss"
"01863",7111.539005
"01864",14381.355163
"01867",26169.321678
"01876",67802.213137
"01879",10644.568975
"01880",21095.693595
"01886",30846.89919
"01887",42859.868949
"01890",13303.423555
"01901",42478.67032
"01902",54120.319136
"01904",25879.986405
"01905",28920.561259
"01906",81995.986225
"01907",42048.688846
"01908",13663.07495
"01910",71478.482952
"01913",15142.060754
"01915",64119.725692
"01921",2937.057314
"01922",692.435283
"01923",77548.344314
"01929",3300.526152
"01930",88451.448184
"01931",1225.355579
"01938",14201.110728
"01940",14728.887738
"01944",11492.589691
"01945",41051.374004
"01949",4843.624253
"01950",33000.042325
"01951",2227.085511
"01952",14913.308346
"01960",154168.994542
"01966",31917.259108
"01969",4438.017004
"01970",165979.521679
"01982",4795.87396
"01983",2767.524583
"01984",2423.806002
"01985",2262.262088
"02019",19657.356436
"02021",45652.711803
"02025",28548.177838
"02026",49863.921718
"02030",3961.626755
"02032",8044.876638
"02035",29725.217531
"02038",87827.622481
"02043",60715.463943
"02045",46731.747018
"02048",74964.622785
"02050",64292.273783
"02052",8078.217703
"02053",8091.295747
"02054",4373.788305
"02056",6787.769641
"02061",15850.82237
"02062",40681.749441
"02066",58552.665763
"02067",19237.7462
"02071",353.238968
"02072",57071.274981
"02081",19530.245133
"02090",22625.251451
"02093",31899.199785
"02108",63156.286302
"02109",194924.845574
"02110",491085.721567
"02111",218569.075557
"02113",3247.695798
"02114",164625.851856
"02115",212741.087639
"02116",310055.431176
"02118",67568.252418
"02119",265435.645025
"02120",30456.600537
"02121",73956.73995
"02122",64405.212402
"02124",102653.715982
"02125",58821.75446
"02126",27394.908614
"02127",69496.153443
"02128",100246.834436
"02129",274356.187503
"02130",30014.306638
"02131",40065.52372
"02132",28843.175383
"02134",11752.898353
"02135",38614.356565
"02136",21312.635289
"02138",64449.700866
"02139",178636.482247
"02140",41017.438534
"02141",139253.585101
"02142",199173.321425
"02143",29926.221069
"02144",11343.326457
"02145",25254.822839
"02148",63598.838333
"02149",58691.544089
"02150",112800.434357
"02151",120374.351772
"02152",42211.960537
"02153",4.422258
"02155",64856.630893
"02163",11.113565
"02169",198953.804248
"02170",19093.202704
"02171",34869.567118
"02176",55382.872172
"02180",13446.672326
"02184",223932.068107
"02186",27619.182898
"02188",19485.059233
"02189",29929.162515
"02190",14835.719357
"02191",23691.510003
"02199",175674.945637
"02210",153981.017473
"02215",20966.42122
"02301",72695.996758
"02302",48058.282769
"02322",13617.664896
"02324",51744.687038
"02325",1.203347
"02330",7562.455403
"02332",32542.583461
"02333",10802.502215
"02338",4152.926021
"02339",23996.660176
"02341",7302.551129
"02343",8311.320356
"02346",20015.909699
"02347",7901.678226
"02351",38231.99904
"02356",11758.932299
"02359",24390.783772
"02360",173972.492397
"02362",776.812359
"02364",44263.89008
"02367",1389.470171
"02368",31341.991601
"02370",22190.102178
"02375",6234.343221
"02379",11038.592279
"02382",14712.605586
"02420",13460.425099
"02421",44366.639239
"02445",10657.371895
"02446",19128.067648
"02451",190056.885697
"02452",16700.413249
"02453",38180.346035
"02458",17000.209978
"02459",24221.376198
"02460",19800.770623
"02461",11838.768425
"02462",3289.822128
"02464",8301.179425
"02465",6996.990226
"02466",9757.458085
"02467",50174.784742
"02468",2086.302235
"02472",57173.73937
"02474",18793.826177
"02476",14995.917422
"02478",18803.448071
"02481",22265.392629
"02482",14657.835109
"02492",20361.838805
"02493",13240.893143
"02494",51267.936739
"02532",36701.750498
"02535",9398.023399
"02536",29612.640222
"02537",4620.318232
"02538",19563.91753
"02539",243850.856797
"02540",162040.769712
"02542",65.553446
"02543",26352.694262
"02554",327706.368678
"02556",73561.35786
"02559",16150.857096
"02562",2585.433675
"02563",20212.426046
"02568",48246.530463
"02571",248370.260673
"02575",3361.061615
"02576",2048.525756
"02601",403250.430434
"02630",5008.525491
"02631",23475.387366
"02632",47459.896671
"02633",76934.088613
"02635",7154.128475
"02638",15830.776474
"02639",19922.971179
"02642",11597.379414
"02644",1931.614758
"02645",110311.867589
"02646",16479.503244
"02648",9567.15536
"02649",127242.78215
"02650",2520.105854
"02652",983.092127
"02653",54228.196521
"02655",22820.637857
"02657",18826.152265
"02659",4300.848145
"02660",49154.56533
"02664",192780.099661
"02666",1840.864241
"02667",10058.766611
"02668",3811.453781
"02670",41936.411641
"02671",6181.782314
"02673",33686.694504
"02675",31746.759115
"02702",1939.777845
"02703",41988.313757
"02713",2088.149214
"02715",2393.247364
"02717",1346.084551
"02718",8158.475029
"02719",54994.616421
"02720",164942.989202
"02721",83366.045759
"02723",52737.994488
"02724",89481.495497
"02725",9803.933647
"02726",15115.4027
"02738",43575.02282
"02739",40990.319603
"02740",84209.154754
"02743",5954.696417
"02744",32167.009843
"02745",58543.561443
"02746",52408.26315
"02747",70639.388594
"02748",25506.908794
"02760",63062.644101
"02761",378.563536
"02762",8083.258562
"02763",1304.573997
"02764",19188.376703
"02766",15406.283125
"02767",316177.049537
"02769",9795.937447
"02770",9765.862192
"02771",26855.870233
"02777",65982.328242
"02779",1981.968568
"02780",115052.699891
"02790",15545.855185
"02804",2198.365932
"02806",73474.913538
"02807",41996.962641
"02808",1846.402505
"02809",54870.98356
"02812",2031.908681
"02813",30430.056189
"02814",4600.844204
"02815",191.79479
"02816",31048.763396
"02817",1024393.938671
"02818",95859.964647
"02822",16255.987388
"02825",3881.010736
"02827",1543.341033
"02828",10073.842002
"02830",30653.047187
"02831",2904.290537
"02832",4542.802319
"02833",935.661724
"02835",62246.147865
"02836",211.308958
"02837",19958.21905
"02838",1204.747627
"02839",894.487227
"02840",370402.241306
"02841",2005.691732
"02842",2499963.290196
"02852",101819.598327
"02857",7296.198526
"02858",1020.427548
"02859",3810.725582
"02860",41104.869858
"02861",26215.906874
"02863",4799.732473
"02864",23449.774803
"02865",79031.613148
"02871",354313.408291
"02872",1557.467969
"02873",395.224071
"02874",16897.424306
"02875",244.642359
"02878",24404.89969
"02879",135436.21638
"02881",5897.995486
"02882",115134.608834
"02885",30871.86333
"02886",331559.215881
"02888",72975.563434
"02889",96213.585202
"02891",197697.398914
"02892",5907.221164
"02893",74925.842771
"02894",4959.541915
"02895",42449.507727
"02896",37016.792717
"02898",3170.204933
"02903",154720.55437
"02904",37458.529807
"02905",79768.660212
"02906",24604.048756
"02907",40013.263248
"02908",29936.806337
"02909",25874.097986
"02910",24197.13832
"02911",11704.128315
"02912",102.042933
"02914",29193.091173
"02915",58261.140284
"02916",11373.732738
"02917",21301.620408
"02918",57.822625
"02919",46810.356267
"02920",132460.518172
"02921",15575.694704
"03031",7110.341723
"03032",1946.935929
"03033",1900.610946
"03034",1346.116427
"03036",2115.506519
"03037",1296.526843
"03038",26493.742047
"03042",5229.919231
"03043",1975.097647
"03044",1538.853279
"03045",4668.475091
"03046",1182.185862
"03047",578.093736
"03048",955.074337
"03049",11059.090501
"03051",26463.069179
"03052",3616.299632
"03053",16339.199832
"03054",29186.930105
"03055",12292.23154
"03057",1111.731391
"03060",72772.060239
"03062",32190.799575
"03063",45768.537591
"03064",5006.75536
"03070",1604.169945
"03071",1828.67288
"03076",9230.151501
"03077",7410.480367
"03079",78672.28849
"03082",671.96577
"03084",421.191231
"03086",1577.65709
"03087",8079.649392
"03101",19964.022786
"03102",15096.850273
"03103",36856.169411
"03104",12674.59482
"03106",23825.30447
"03109",9690.927637
"03110",28413.420315
"03216",549.799916
"03217",489.873392
"03218",530.504009
"03220",2021.510328
"03221",646.255833
"03222",1634.237538
"03223",681.301414
"03224",661.449451
"03225",1099.214994
"03226",374.067565
"03227",300.366144
"03229",1769.67902
"03230",232.884391
"03234",1249.515083
"03235",2840.283055
"03237",911.920488
"03240",211.197306
"03241",280.47755
"03242",836.086566
"03243",234.708234
"03244",2494.096825
"03245",666.105403
"03246",7340.985099
"03247",46.585354
"03249",3998.033688
"03251",803.464443
"03253",3104.452417
"03254",2810.364544
"03255",1458.378738
"03256",538.134543
"03257",1934.140934
"03258",720.847346
"03259",133.242221
"03261",1449.831417
"03262",1063.95933
"03263",1277.814058
"03264",5856.227302
"03266",380.379512
"03268",288.854185
"03269",4363.293514
"03275",4255.40404
"03276",17489.878724
"03278",1373.655703
"03279",98.732147
"03280",462.486109
"03281",1961.403896
"03282",152.863756
"03284",860.557206
"03285",685.180611
"03287",739.547911
"03290",1772.539461
"03291",55.504234
"03301",27316.040915
"03303",3201.468692
"03304",3364.342338
"03307",1291.934872
"03431",21243.918143
"03440",691.66373
"03441",92.865408
"03442",284.464701
"03443",1280.423008
"03444",1126.435168
"03445",274.632974
"03446",3100.604005
"03447",1215.003219
"03448",281.549955
"03449",1199.648125
"03450",550.589635
"03451",1446.494583
"03452",2124.23859
"03455",1142.615144
"03456",184.156698
"03457",440.466617
"03458",4527.982881
"03461",2128.665069
"03462",1029.815266
"03464",640.433476
"03465",721.255795
"03466",596.834914
"03467",918.606996
"03470",2051.518398
"03561",51763.96506
"03570",8784.491318
"03574",360.033946
"03576",537.713016
"03579",103.953759
"03580",776.737556
"03581",1133.762171
"03582",497.878593
"03583",122.198705
"03584",34002.203825
"03585",517.806206
"03586",124.849091
"03588",224.218257
"03590",81.143912
"03592",235.668062
"03593",65.302124
"03598",8606.916552
"03602",894.477188
"03603",842.460531
"03605",519.524925
"03607",63.625464
"03608",1255.372482
"03609",430.669296
"03740",69.567601
"03741",586.94739
"03743",8389.152761
"03745",434.088557
"03748",1166.911892
"03750",299.318992
"03752",286.2236
"03753",1412.209743
"03755",2855.074628
"03756",24.393331
"03765",80.414357
"03766",4873.494902
"03768",467.072459
"03770",166.736564
"03771",83979.89105
"03773",2238.197589
"03774",148.688944
"03777",143.754188
"03779",75.802929
"03780",20.178084
"03781",606.472575
"03782",2118.710777
"03784",6799.091686
"03785",1206.56091
"03801",107248.495765
"03802",261.179862
"03809",1250.923373
"03810",1001.654393
"03811",3779.754015
"03812",837.217642
"03813",1996.210696
"03814",391.246005
"03816",434.139261
"03817",150.4449
"03818",1225.819728
"03819",1235.937558
"03820",19417.862047
"03823",706.095167
"03824",8717.402769
"03825",3398.117255
"03826",1170.459983
"03827",1569.605627
"03830",749.814243
"03833",19253.320547
"03835",1871.286021
"03836",1436.216434
"03837",611.013291
"03838",854.907446
"03839",3587.258282
"03840",4881.026617
"03841",3476.796163
"03842",30818.253488
"03844",1760.755008
"03845",283.221471
"03846",1723.144142
"03848",3272.709689
"03849",4074.819596
"03851",1380.669314
"03852",173.581684
"03853",154.15302
"03854",2338.811789
"03855",1049.39803
"03856",1140.048871
"03857",4159.130429
"03858",2498.973468
"03860",5514.917036
"03861",1887.893292
"03862",11671.473489
"03864",971.373002
"03865",10888.123305
"03866",132.858012
"03867",10357.123364
"03868",1879.206423
"03869",1093.594024
"03870",10785.604518
"03871",1134.790371
"03872",1687.558689
"03873",2149.221879
"03874",18639.841814
"03875",315.669497
"03878",8130.887589
"03882",316.842117
"03883",17.675714
"03884",1458.09945
"03885",14144.589542
"03886",620.209156
"03887",523.226311
"03890",102.267551
"03894",4509.601337
"03901",3107.040603
"03902",2757.458767
"03903",3724.374269
"03904",90485.2679
"03905",2678.359419
"03906",20453.465946
"03907",7816.26763
"03908",3144.865146
"03909",61535.010011
"04001",1365.914272
"04002",1910.219283
"04003",3869.28056
"04005",20548.331254
"04006",428.816626
"04008",735.130864
"04009",2006.175959
"04010",273.308797
"04011",18471.281098
"04013",134.172368
"04015",1193.811106
"04017",1478.435753
"04019",305.127723
"04020",953.743436
"04021",7536.264466
"04022",473.764436
"04024",158.038641
"04027",1895.847356
"04029",647.13598
"04030",461.619979
"04032",7302.831598
"04037",1153.039634
"04038",8912.959184
"04039",3065.535143
"04040",1012.254019
"04041",741.864008
"04042",920.694327
"04043",25291.124673
"04046",7295.032862
"04047",461.398561
"04048",754.710297
"04049",743.585222
"04050",1464.7692
"04051",480.109025
"04055",2713.255552
"04061",548.562948
"04062",8996.812244
"04064",14565.266482
"04066",3044.35948
"04068",372.33696
"04069",478.448977
"04071",2164.792881
"04072",10485.266822
"04073",6848.575236
"04074",29295.530419
"04076",1179.220778
"04079",14289.222545
"04083",1709.367953
"04084",4255.974222
"04085",263.132935
"04086",6190.465367
"04087",838.609009
"04088",418.356659
"04090",18076.717363
"04091",288.175892
"04092",46237.082722
"04093",1684.241873
"04095",606.679192
"04096",19939.820261
"04097",1216.520454
"04101",46377.056125
"04102",36704.505755
"04103",19006.800735
"04105",11534.670476
"04106",115618.60421
"04107",14068.480163
"04108",3013.544643
"04109",997.075968
"04110",2821.056054
"04210",16489.404931
"04216",2175.914738
"04217",942.612248
"04219",317.112986
"04220",484.707125
"04221",132.649806
"04222",807.573483
"04224",503.188022
"04226",744.906852
"04231",158.92612
"04236",1052.377393
"04237",90.139356
"04238",241.753475
"04239",696.432243
"04240",31650.219387
"04250",747.881869
"04252",1433.029304
"04253",581.607064
"04254",8879.386947
"04255",243.809429
"04256",411.693121
"04257",707.380501
"04258",560.715182
"04259",598.361944
"04260",2186.076545
"04261",298.965662
"04263",473.568766
"04265",227.934861
"04268",983.970893
"04270",1577.604252
"04274",1097.211996
"04275",237.079177
"04276",1448.384095
"04280",1069.738961
"04281",987.265451
"04282",1120.952287
"04284",335.973841
"04285",152.056121
"04287",493.16886
"04289",267.373901
"04290",359.552123
"04292",161.267021
"04294",3038.899081
"04330",14361.960029
"04341",34.994444
"04342",357.461888
"04344",477.032235
"04345",2589.64441
"04346",297.145848
"04347",733.710998
"04348",782.05496
"04349",5644.669988
"04350",955.557946
"04351",1115.315343
"04352",393.064123
"04353",433.067057
"04354",411.625759
"04355",844.08291
"04357",1948.987599
"04358",902.047126
"04360",117.496932
"04363",5744.420777
"04364",2189.18577
"04401",119683.617
"04406",157.155902
"04408",31.214863
"04410",133.628838
"04411",144.045568
"04412",6482.406269
"04413",13.674636
"04414",194.509581
"04416",984.449902
"04417",47.559145
"04418",97.053362
"04419",373.814137
"04421",365.987741
"04422",176.01609
"04424",102.592217
"04426",835.980647
"04427",210.120675
"04428",437.527185
"04429",941.699624
"04430",161.788449
"04434",188.232278
"04435",69.044276
"04438",117.03103
"04441",464.383169
"04442",62.026835
"04443",599.259668
"04444",3522.554161
"04448",129.783265
"04449",123.180109
"04450",104.7247
"04451",19.69137
"04453",67.385489
"04454",2.081674
"04455",93.456655
"04456",248.727082
"04457",1195.441391
"04459",38.928277
"04460",83.188442
"04461",442.359161
"04462",829.328411
"04463",619.556465
"04464",135.313791
"04468",1723.389263
"04469",28.562138
"04471",57.70109
"04472",327.613765
"04473",2684.252034
"04474",572.461784
"04475",39.545613
"04476",206.292839
"04478",121.742604
"04479",91.870465
"04481",85.351971
"04487",104.72648
"04488",143.359506
"04490",16.226859
"04491",9.674495
"04492",9.33701
"04493",144.513281
"04495",11.598522
"04496",794.47869
"04497",19.833018
"04530",4178.575441
"04535",191.731253
"04537",1696.280616
"04538",5239.639663
"04539",1135.80623
"04541",212.37713
"04543",2219.911859
"04544",1309.721478
"04547",1110.863827
"04548",2669.451613
"04551",506.252148
"04553",881.312476
"04554",1214.579184
"04555",889.451801
"04556",783.788086
"04558",328.618654
"04562",3769.461573
"04563",1176.431709
"04564",1066.846135
"04568",1201.133591
"04571",282.068854
"04572",3413.636007
"04573",343.052856
"04574",437.904392
"04576",1108.996193
"04578",1128.13705
"04579",805.512854
"04605",6964.541073
"04606",507.270339
"04607",399.099758
"04609",7660.814537
"04611",309.045248
"04612",121.333935
"04613",422.567677
"04614",1368.694178
"04616",609.718031
"04617",381.472265
"04619",1548.77897
"04622",280.043252
"04623",145.763476
"04624",377.700805
"04625",9.069417
"04626",1273.352932
"04627",1461.998427
"04628",45.947316
"04630",171.514696
"04631",1042.069939
"04634",796.014963
"04635",1.474705
"04640",533.497409
"04642",244.126811
"04643",308.035518
"04645",240.316838
"04646",134.578653
"04648",200.33968
"04649",773.18662
"04650",412.572185
"04652",746.663877
"04653",347.792574
"04654",1720.58947
"04655",541.99985
"04657",38.450681
"04658",381.413922
"04660",283.362132
"04664",199.189068
"04666",180.156418
"04667",239.457699
"04668",1797.44907
"04669",135.757328
"04671",40.971578
"04673",156.049786
"04674",147.568807
"04676",405.986056
"04677",75.458234
"04679",898.8205
"04680",228.583671
"04681",1119.964168
"04683",37.739939
"04684",474.840145
"04685",359.8911
"04691",172.639205
"04693",474.584586
"04694",294.540917
"04730",3880.789881
"04732",18727.189071
"04733",43.630761
"04734",36.124681
"04735",77.529782
"04736",696.246666
"04739",145.655273
"04740",67.098482
"04741",2.123891
"04742",18998.232524
"04743",1022.792463
"04745",76.27672
"04746",22.214642
"04747",180.374851
"04750",61.625922
"04756",612.310781
"04757",139.862442
"04758",97.650076
"04760",19.623875
"04761",12354.034677
"04762",36.727514
"04763",48.517635
"04764",9.689371
"04765",175.119412
"04766",8.725443
"04768",79.1983
"04769",5814.355578
"04772",43.753246
"04773",48.890892
"04774",100.700004
"04776",42.624128
"04777",24.724573
"04779",61.098413
"04780",79.359581
"04781",142.349002
"04783",78.974457
"04785",296.140537
"04786",44.149299
"04787",9.832392
"04841",10477.135357
"04843",9243.595635
"04847",555.284877
"04848",4476.580699
"04849",4211.156158
"04851",141.599906
"04852",245.985427
"04853",1448.90744
"04854",2896.205515
"04856",6557.576016
"04858",1008.372923
"04859",995.188371
"04860",2836.426813
"04861",2689.215443
"04862",1076.12676
"04863",8013.949755
"04864",1432.381084
"04901",13953.925844
"04910",320.750074
"04911",248.184304
"04912",152.578611
"04915",11064.187746
"04917",861.900625
"04920",232.503362
"04921",374.6131
"04922",216.155659
"04923",18.262674
"04924",267.088963
"04925",48.13959
"04927",418.423417
"04928",151.257374
"04929",63.162899
"04930",925.192615
"04932",175.184533
"04936",184.725725
"04937",1168.736499
"04938",2378.134083
"04939",46.36549
"04941",289.707437
"04942",120.228146
"04943",231.935736
"04945",251.954704
"04947",767.25436
"04949",350.07297
"04950",895.45762
"04951",217.115204
"04952",374.129665
"04953",947.096116
"04954",2.955852
"04955",161.074822
"04956",87.353893
"04957",610.00897
"04958",338.913837
"04961",172.940619
"04963",1854.243741
"04965",1915.407647
"04966",288.386813
"04967",2814.935625
"04969",189.019724
"04970",979.266497
"04971",184.249196
"04973",1679.234637
"04974",983.286992
"04976",4189.8999
"04978",242.389851
"04979",207.59769
"04981",774.42075
"04982",11972.682991
"04983",685.072439
"04984",74.561598
"04985",56.853682
"04986",182.004376
"04987",213.499653
"04988",344.299766
"04989",877.070656
"04992",63.465755
"05001",4235.278313
"05032",291.444273
"05033",303.613837
"05034",141.779567
"05035",135.546815
"05036",160.60346
"05037",139.829678
"05038",84.820728
"05039",74.184733
"05040",41.271984
"05041",11.231257
"05042",86.562254
"05043",90.332259
"05045",279.221116
"05046",76.688323
"05047",82.475161
"05048",414.212091
"05051",177.424059
"05052",28.612501
"05053",70.259661
"05055",814.813738
"05056",1722.059838
"05058",22.998167
"05060",1031.727253
"05061",52.586241
"05062",82.362985
"05065",275.461364
"05067",849.285457
"05068",367.547623
"05069",44.388759
"05070",62.630074
"05071",58.386309
"05072",39.21273
"05073",45.709796
"05075",267.651084
"05076",24.93321
"05077",77.05948
"05079",51.818957
"05081",39.208502
"05083",20.027308
"05084",50.128638
"05086",33.192067
"05089",1099.264388
"05091",26840.207258
"05101",2420.307047
"05141",2.239163
"05142",250.230884
"05143",623.110195
"05146",121.6641
"05148",836.546886
"05149",1456.638443
"05150",262.392858
"05151",132.569913
"05152",333.346346
"05153",95.999268
"05154",165.25187
"05155",459.947922
"05156",3276.770808
"05158",677.220933
"05161",546.216232
"05201",11907.215146
"05250",1266.90704
"05251",971.988298
"05252",123.438435
"05253",213.115417
"05255",5276.586751
"05257",416.450166
"05260",50.73209
"05261",704.794188
"05262",636.782737
"05301",8995.93808
"05304",162.18958
"05340",953.866159
"05341",120.347131
"05342",166.82456
"05343",372.702601
"05345",388.33847
"05346",1979.466517
"05350",194.050683
"05351",121.710728
"05352",191.010879
"05353",234.300478
"05354",857.069091
"05355",319.727072
"05356",4502.841345
"05358",328.350217
"05359",137.758713
"05360",505.027363
"05361",422.384238
"05362",72.465378
"05363",2762.995022
"05401",30715.239464
"05403",22739.434529
"05404",1338.501101
"05405",3.935866
"05408",10280.543825
"05440",185.056884
"05441",48.787305
"05442",19.740272
"05443",1006.183991
"05444",90.976789
"05445",1581.336726
"05446",5404.985533
"05447",26.617654
"05448",18.585292
"05450",1024.270631
"05452",656539.43269
"05454",494.241515
"05455",48.062651
"05456",194.813736
"05457",36.759878
"05458",288.78237
"05459",162.150463
"05461",3146.510601
"05462",120.239955
"05463",59.461951
"05464",640.428086
"05465",910.79897
"05468",1913.597855
"05471",89.445988
"05472",343.893391
"05473",119.19775
"05474",270.171325
"05476",82.884728
"05477",303.114387
"05478",9891.750713
"05482",6587.200175
"05483",45.67693
"05486",196.274425
"05487",61.055025
"05488",6130.821139
"05489",212.290442
"05491",9795.183921
"05492",60.601103
"05494",605.568714
"05495",27839.926334
"05602",4774.506623
"05640",12.531874
"05641",3282.84853
"05647",97.164897
"05648",59.976751
"05649",51.518942
"05650",78.724095
"05651",323.084902
"05652",65.889667
"05653",20.472271
"05654",96.085961
"05655",219.278739
"05656",63.264039
"05658",101.219646
"05660",457.824666
"05661",858.521521
"05663",509.834758
"05666",0.55237
"05667",295.404142
"05669",46.463733
"05672",14267.41878
"05673",574.175694
"05674",1646.873017
"05675",70.483275
"05676",997.001482
"05677",254.982751
"05679",253.417221
"05680",465.15291
"05681",70.696072
"05682",113.803122
"05701",15131.073757
"05702",52.760049
"05730",101.828116
"05732",94.437036
"05733",1044.492441
"05734",59.542827
"05735",817.829845
"05736",94.378239
"05737",1600.4161
"05738",182.720763
"05739",434.06362
"05742",76.790178
"05743",878.873793
"05744",44.217729
"05746",15.058376
"05747",14.259092
"05748",26.709053
"05751",1006.971899
"05753",1410.165167
"05757",140.309822
"05758",186.541108
"05759",750.430016
"05760",49.669295
"05761",214.542728
"05762",101.135713
"05763",371.283911
"05764",16820.496307
"05765",146.916297
"05766",47.382953
"05767",137.882323
"05769",74.272578
"05770",52.906908
"05772",119.618133
"05773",431.257028
"05774",209.770972
"05775",24.772505
"05776",150.814624
"05777",814.710477
"05778",38.425789
"05819",1697.591463
"05820",19.373353
"05821",95.359911
"05822",198.916984
"05824",86.036386
"05825",103.728848
"05826",13.789515
"05827",7.322896
"05828",180.120117
"05829",1516.462903
"05830",75.11409
"05832",77.084334
"05833",25.579626
"05836",20.236186
"05837",18.466247
"05839",29.13505
"05841",38.44521
"05842",10.882559
"05843",400.987099
"05845",39.476624
"05846",156.10937
"05847",22.741261
"05850",24.757903
"05851",892.293444
"05853",71.534623
"05855",1114.346076
"05857",64.665577
"05858",34.328947
"05859",65.224154
"05860",101.557888
"05862",44.622039
"05866",28.506151
"05867",26.614638
"05868",728.124407
"05871",118.253231
"05872",46.793802
"05873",55.346853
