"zip","",".1"
"00000",1910,7172112555.58
"00018",2,0
"00041",1,0
"00043",7,0
"00048",1,0
"00060",1,0
"00061",1,0
"00070",1,0
"00097",3,0
"00135",2,0
"00151",2,0
"01001",1065,636218925.51
"01002",829,245763319.68
"01003",13,418793.19
"01005",208,88406306.7
"01007",433,153074694.52
"01008",34,13775816.96
"01010",127,44586298.51
"01011",47,21879041.69
"01012",23,5441097.66
"01013",788,202967051.89
"01014",1,0
"01020",1253,356405510.31
"01022",178,35955442.46
"01026",53,14319401.47
"01027",677,196319109.21
"01028",801,320077492.56
"01030",456,177549345.75
"01031",27,8220868.83
"01032",28,12169220.88
"01033",200,76488648.39
"01034",85,42186257.57
"01035",256,156303486.94
"01036",192,86619715.07
"01038",66,30055006.07
"01039",76,22577600.53
"01040",1128,415439076.21
"01041",3,0
"01050",71,23719393.85
"01053",49,13514448.69
"01054",49,18952462.74
"01056",666,230153796.65
"01057",254,103716940.45
"01060",788,230884385.1
"01062",354,108313894.29
"01063",4,735096.54
"01066",6,882742.27
"01068",97,48235150.74
"01069",302,138244493.9
"01070",22,11074366.63
"01071",55,18641232.82
"01072",50,14732432.93
"01073",185,73351229.69
"01075",702,273120515.98
"01077",335,120594289.48
"01080",38,11743482.53
"01081",62,24197195.66
"01082",248,92210368.95
"01084",1,123159.7
"01085",1407,552824304.85
"01088",22,3190918.17
"01089",1602,500463061.67
"01092",28,10633613.18
"01095",702,283596453.51
"01096",60,19041787.97
"01098",43,19338782.96
"01103",208,47236382.05
"01104",974,368930859.53
"01105",281,99715758.95
"01106",782,366831135.89
"01107",272,101477535.4
"01108",1036,460894335.8
"01109",1415,580863057.89
"01111",4,0
"01118",811,288183665.45
"01119",710,224002470.36
"01128",178,67634889.32
"01129",491,155271777.05
"01144",2,0
"01151",305,274243200.57
"01201",3190,1182482536.78
"01220",398,151056094.44
"01222",15,10575327.16
"01223",198,99878982.7
"01224",12,5985279.19
"01225",217,78263146.73
"01226",461,184717742.8
"01230",307,140591547.53
"01235",222,93670905.26
"01236",43,14149717.35
"01237",359,120213363.7
"01238",408,164555739.02
"01240",485,188919154.84
"01243",22,9881358.92
"01245",64,42869065.89
"01247",677,252751567.12
"01253",124,58486374.28
"01254",108,61411997.49
"01255",31,16178576.88
"01256",41,18893791.28
"01257",112,69191381.03
"01258",34,19090006.61
"01259",15,9970738.61
"01262",123,62680517.09
"01266",116,64596137.52
"01267",418,157352209.92
"01270",80,41672779
"01301",602,322842412.66
"01330",50,24083658.19
"01331",360,128946236.05
"01337",76,29070365.89
"01338",22,6904389.58
"01339",34,11046518.81
"01340",39,17790587.31
"01341",54,40771575.54
"01342",60,13398563.74
"01343",8,5484862.8
"01344",32,9472724.61
"01346",20,8759969.48
"01349",19,6958348.5
"01350",5,573563.13
"01351",94,26239881.82
"01354",39,8405250.86
"01355",24,8025678.15
"01360",87,22110243.41
"01364",165,58994164.74
"01366",31,14715619.98
"01367",14,5769423.16
"01368",38,16864075.44
"01370",114,48404122.44
"01373",181,58004016.64
"01375",129,29626106.78
"01376",106,60555657.01
"01378",23,9928589.95
"01379",25,9472963.13
"01420",1883,712905461.56
"01430",354,159028066.15
"01431",163,79965178.7
"01432",556,189391957.21
"01434",47,1732425032.31
"01436",88,38618947.13
"01440",916,372766866.39
"01450",723,387924676.99
"01451",388,239747242.19
"01452",240,100908443.54
"01453",2304,902868468.22
"01460",877,369484612.36
"01462",677,330202997.11
"01463",623,263600314.47
"01464",352,174123174.27
"01468",252,88246140.17
"01469",434,165637022.78
"01473",447,181735369.81
"01474",106,52920689.91
"01475",367,189198800.33
"01501",1151,361954978.25
"01503",174,76409605.51
"01504",441,161492858.71
"01505",287,161305336.94
"01506",127,57477716.22
"01507",746,321558904.68
"01510",783,210670672.37
"01515",94,48471753.35
"01516",461,192571570.48
"01518",162,67872917.04
"01519",510,186108378.27
"01520",901,466490209.18
"01521",161,51320720.24
"01522",223,69972789.76
"01523",371,167947668.66
"01524",423,152703753.45
"01527",898,303306411.89
"01529",157,62227394.36
"01531",31,12392959.64
"01532",1213,502220170.61
"01534",331,138628953.54
"01535",182,65038040.61
"01536",570,183190606.32
"01537",162,34981471.66
"01540",666,233017211.22
"01541",183,109716915.31
"01542",125,51418248.41
"01543",560,233864283.42
"01545",2567,1049306456.13
"01550",717,240763156.85
"01560",302,99949961.87
"01562",604,207127277.48
"01564",435,187382211.47
"01566",493,194297360.11
"01568",550,260581977.97
"01569",761,283768327.18
"01570",760,218993104.79
"01571",433,186580755.85
"01581",1710,590597329.66
"01583",508,206967014.06
"01585",249,118177383.13
"01588",569,163456301.87
